4.736164,0.799226
4.738666,0.799276
4.731207,0.797141
4.733716,0.797181
4.736224,0.797226
4.738732,0.797277
4.726225,0.795076
4.728740,0.795106
4.731255,0.795141
4.733769,0.795182
4.721216,0.793031
4.723738,0.793051
4.726259,0.793076
4.728781,0.793107
4.716182,0.791006
4.718710,0.791016
4.721238,0.791031
4.723766,0.791051
4.713656,0.789001
4.716191,0.789006
4.718726,0.789016
4.708577,0.787006
4.711118,0.787001
4.713660,0.787001
4.703472,0.785031
4.706020,0.785016
4.708567,0.785006
4.711115,0.785001
4.698341,0.783077
4.700895,0.783052
4.703449,0.783031
4.706003,0.783016
4.695745,0.781108
4.698305,0.781077
4.700866,0.781052
4.690570,0.779185
4.693136,0.779144
4.695702,0.779108
4.698269,0.779078
4.685369,0.777284
4.687941,0.777232
4.690513,0.777186
4.693086,0.777145
4.682720,0.775341
4.685299,0.775284
4.687878,0.775233
4.677474,0.773471
4.680059,0.773404
4.682644,0.773342
4.685229,0.773285
4.674793,0.771545
4.677384,0.771473
4.679975,0.771405
4.669502,0.769708
4.672099,0.769625
4.674696,0.769547
4.677293,0.769474
4.666788,0.767798
4.669391,0.767710
4.671994,0.767626
4.661453,0.765993
4.664061,0.765894
4.666669,0.765800
4.669278,0.765711
4.658705,0.764101
4.661319,0.763996
4.663934,0.763897
4.653325,0.762329
4.655944,0.762214
4.658565,0.762104
4.661185,0.761999
4.650544,0.760454
4.653170,0.760333
4.655796,0.760217
4.645119,0.758716
4.647750,0.758584
4.650381,0.758458
4.653014,0.758336
4.642305,0.756858
4.644942,0.756721
4.647579,0.756588
4.639477,0.755006
4.642120,0.754863
4.644763,0.754725
4.633988,0.753314
4.636635,0.753160
4.639284,0.753011
4.631126,0.751480
4.633780,0.751320
4.636434,0.751166
4.628251,0.749652
4.630910,0.749486
4.633570,0.749326
4.622697,0.748007
4.625361,0.747830
4.628026,0.747659
4.630692,0.747493
4.619788,0.746197
4.622457,0.746015
4.625128,0.745838
4.616864,0.744394
4.619539,0.744206
4.622216,0.744023
4.613926,0.742597
4.616607,0.742403
4.619289,0.742214
4.610974,0.740806
4.613661,0.740607
4.605317,0.739233
4.608008,0.739022
4.610700,0.738817
4.602331,0.737462
4.605027,0.737245
4.607725,0.737033
4.599330,0.735697
4.602032,0.735474
4.604736,0.735256
4.596315,0.733939
4.599023,0.733710
4.601732,0.733486
4.593286,0.732187
4.595999,0.731952
4.598713,0.731723
4.590241,0.730442
4.592960,0.730201
4.587183,0.728704
4.589907,0.728457
4.584110,0.726973
4.586839,0.726720
4.581022,0.725249
4.583757,0.724990
4.577919,0.723532
4.580660,0.723266
4.574802,0.721821
4.577548,0.721550
4.568921,0.720401
4.571670,0.720118
4.574421,0.719840
4.568523,0.718422
4.571280,0.718138
4.565362,0.716733
4.568123,0.716443
4.562185,0.715051
4.564952,0.714755
4.558994,0.713376
4.561765,0.713074
4.555787,0.711709
4.558564,0.711400
4.552566,0.710049
4.555348,0.709734
4.549329,0.708397
4.552116,0.708075
4.546077,0.706752
4.548869,0.706423
4.551664,0.706101
4.542810,0.705114
4.545607,0.704779
4.548407,0.704450
4.539528,0.703484
4.542330,0.703143
4.545135,0.702807
4.539038,0.701514
4.541848,0.701172
4.535730,0.699893
4.538545,0.699544
4.532407,0.698279
4.535227,0.697924
4.529069,0.696674
4.531893,0.696312
4.525715,0.695076
4.528544,0.694707
4.531376,0.694344
4.525180,0.693110
4.528016,0.692741
4.521800,0.691522
4.524641,0.691145
4.518404,0.689941
4.521250,0.689558
4.514993,0.688368
4.517844,0.687978
4.520698,0.687594
4.514422,0.686407
4.517280,0.686016
4.510984,0.684843
4.513847,0.684446
4.507531,0.683288
4.510398,0.682884
4.513269,0.682485
4.506934,0.681330
4.509809,0.680924
4.503453,0.679784
4.506333,0.679372
4.499957,0.678246
4.502841,0.677827
4.505729,0.677414
4.499333,0.676291
4.502226,0.675871
4.495810,0.674764
4.498706,0.674337
4.492270,0.673244
4.495171,0.672811
4.498076,0.672382
4.491620,0.671293
4.494528,0.670858
4.488052,0.669784
